date/time,type,order id,description,total
6/8/0202,"Order
",171-6100976-0519487,Product A,196.71
6/8/0202,"Order
",404-9034880-3697536,Product A,315.89
6/8/0202,"Order
",504-3046364-0197719,Product A,"2,125.24"
6/8/0202,"Order
",204-5539807-3411247,Product A,239.7
6/8/0202,"Order
",804-3224207-0170172,Product A,339.93
6/8/0202,"Order
",204-8611566-9372031,Product A,912.27
6/8/0202,"Order
",704-9511014-8115823,Product A,198.45
6/8/0202,"Order
",404-0478672-7476251,Product A,196.71
6/8/0202,"Order
",304-2648820-1697736,Product A,196.71
6/8/0202,"Order
",171-9578344-0057028,Product A,356.19
6/8/0202,"Order
",804-5878492-1457070,Product A,801.82
6/8/0202,"Order
",704-6914183-6191696,Product A,204.2
6/8/0202,"Order
",404-1468175-8619010,Product A,214.46
6/8/0202,"Order
",304-3915834-7611839,Product A,480.71
6/8/0202,"Refund
",504-5126101-9657479,Product A,-530.26
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,553.23"
6/8/0202,"Order
",204-9272232-8370126,Product A,462.92
6/8/0202,"Order
",504-5602511-6253439,Product A,"1,070.42"
6/8/0202,"Refund
",604-7428395-9699427,Product A,-664.27
6/8/0202,"Order
",504-0727717-1015270,Product A,406.48
6/8/0202,"Order
",204-2935408-8655301,Product A,239.71
6/8/0202,"Order
",504-6959996-9019072,Product A,912.27
6/8/0202,"Order
",604-7920630-9630210,Product A,480.71
6/8/0202,"Order
",171-2462533-7293377,Product A,239.7
6/8/0202,"Order
",304-9135477-8578105,Product A,"1,045.06"
6/8/0202,"Order
",504-2525359-8397183,Product A,568.75
6/8/0202,"Order
",604-3124654-5030445,Product A,569.36
6/8/0202,"Refund
",504-7536484-7615240,Product A,-645.75
6/8/0202,"Order
",204-9492283-9455370,Product A,317.9
6/8/0202,"Order
",704-0329001-8236793,Product A,912.27
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,403.96"
6/8/0202,"Order
",704-0318532-0630862,Product A,214.47
6/8/0202,"Order
",804-9664023-0057490,Product A,366.59
6/8/0202,"Order
",804-5522901-9038645,Product A,-126.26
6/8/0202,"Order
",804-2371061-4317189,Product A,-126.26
6/8/0202,"Order
",404-4729309-8378964,Product A,239.03
6/8/0202,"Order
",204-1715110-5553621,Product A,131.89
6/8/0202,"Order
",171-2528488-3517953,Product A,726.63
6/8/0202,"Order
",171-2528488-3517953,Product A,600.57
6/8/0202,"Order
",804-9675591-2311247,Product A,196.69
6/8/0202,"Order
",204-7455249-1257073,Product A,"1,007.64"
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,417.30"
6/8/0202,"Order
",804-7765861-2395833,Product A,414.14
6/8/0202,"Order
",804-1492831-9338097,Product A,666.73
6/8/0202,"Order
",804-1492831-9338097,Product A,748.29
6/8/0202,Fulfilment Fee Refund,171-1067064-0153667,Fulfillment Fee Refund,126.26
6/8/0202,"Order
",504-7600636-6651758,Product A,"1,007.68"
6/8/0202,"Order
",804-4543353-7199409,Product A,512.33
6/8/0202,"Order
",204-6413374-4099090,Product A,239.7
6/8/0202,"Refund
",171-1067064-0153667,Product A,-326.08
6/8/0202,"Order
",604-3613433-3357432,Product A,"1,045.06"
6/8/0202,"Order
",204-1607109-6038623,Product A,480.71
6/8/0202,"Refund
",204-1285424-1336359,Product A,"-1,284.57"
6/8/0202,"Order
",504-7954937-8591672,Product A,274.25
6/8/0202,"Order
",504-8236182-9651307,Product A,224.53
6/8/0202,"Order
",604-8919920-5117532,Product A,131.89
6/8/0202,"Order
",171-5421316-7151149,Product A,339.92
6/8/0202,"Order
",304-4888210-5432154,Product A,414.15
6/8/0202,"Order
",504-0334531-1311633,Product A,213.74
6/8/0202,"Order
",604-9445232-9199643,Product A,198.45
6/8/0202,"Order
",804-3279163-6451585,Product A,204.2
6/8/0202,"Order
",404-1842216-6211608,Product A,480.71
6/8/0202,"Adjustment
",304-3355612-1353412,FBA Inventory Reimbursement - Customer Return,319.04
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,833.89"
6/8/0202,"Order
",604-8931902-2615840,Product A,577.59
6/8/0202,"Adjustment
",171-9083637-8051372,FBA Inventory Reimbursement - Customer Return,23.19
6/8/0202,"Refund
",504-5126101-9657479,Product A,"-1,517.82"
6/8/0202,"Order
",404-3934681-1195421,Product A,"1,008.78"
6/8/0202,"Refund
",704-0847903-4057259,Product A,-556.6
6/8/0202,"Order
",171-7991721-2459565,Product A,577.58
6/8/0202,"Order
",604-3568057-8057826,Product A,165.22
6/8/0202,"Order
",504-9335527-7276091,Product A,674.6
6/8/0202,"Order
",504-9335527-7276091,Product A,293.94
6/8/0202,"Order
",504-9335527-7276091,Product A,340.76
6/8/0202,"Order
",304-9060832-7291833,Product A,577.59
6/8/0202,"Order
",804-5031813-4259944,Product A,303.61
6/8/0202,"Order
",804-5031813-4259944,Product A,371.26
6/8/0202,"Adjustment
",504-3216841-7574905,FBA Inventory Reimbursement - Customer Return,279.13
6/8/0202,"Order
",504-9576926-6515436,Product A,265.88
6/8/0202,"Order
",504-7007144-3336370,Product A,239.7
6/8/0202,"Order
",504-3906175-6538243,Product A,576.59
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,679.06"
6/8/0202,"Order
",504-4069269-8434811,Product A,317.9
6/8/0202,"Order
",504-4145993-9170725,Product A,560.75
6/8/0202,"Order
",304-2891315-7517365,Product A,513.75
6/8/0202,"Adjustment
",171-4354153-9176206,FBA Inventory Reimbursement - Customer Return,810.04
6/8/0202,"Order
",604-8162824-9691061,Product A,257.61
6/8/0202,"Order
",604-9006970-3438045,Product A,414.14
6/8/0202,"Order
",171-7587878-7257698,Product A,249.29
6/8/0202,"Adjustment
",504-7730504-3472200,FBA Inventory Reimbursement - Customer Service Issue,267.6
6/8/0202,"Order
",204-1001662-1453075,Product A,366.59
6/8/0202,"Order
",504-0213678-1697347,Product A,"1,007.68"
6/8/0202,"Order
",204-6297501-5019284,Product A,257.61
6/8/0202,"Order
",204-2239955-2653036,Product A,214.47
6/8/0202,"Order
",504-9786412-5438847,Product A,289.98
6/8/0202,"Order
",404-3028871-1138600,Product A,"1,045.06"
6/8/0202,Fulfilment Fee Refund,304-4984096-2191603,Fulfillment Fee Refund,89.68
6/8/0202,"Order
",604-6004245-2019853,Product A,283.65
6/8/0202,"Order
",604-6004245-2019853,Product A,330.47
6/8/0202,"Order
",171-3524603-9536385,Product A,178.91
6/8/0202,"Refund
",304-4984096-2191603,Product A,-254.53
6/8/0202,"Order
",204-1325551-8032176,Product A,239.7
6/8/0202,"Order
",171-8726374-9374582,Product A,274.25
6/8/0202,"Adjustment
",304-8895185-3359150,FBA Inventory Reimbursement - Customer Return,22.81
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,360.73"
6/8/0202,"Order
",704-7507790-6317189,Product A,367.93
6/8/0202,"Order
",171-0571459-9430488,Product A,"1,008.78"
6/8/0202,"Order
",704-4902892-3355193,Product A,464.42
6/8/0202,"Order
",704-7570127-7132762,Product A,196.69
6/8/0202,"Order
",604-2199332-5659346,Product A,912.27
6/8/0202,"Order
",504-4074829-0217128,Product A,198.45
6/8/0202,"Order
",204-4234660-0678550,Product A,188.57
6/8/0202,"Order
",404-9957937-3493188,Product A,"1,131.97"
6/8/0202,"Order
",704-8964170-6391881,Product A,912.27
6/8/0202,"Order
",171-8370367-6134618,Product A,196.69
6/8/0202,"Service Fee
",,Cost of Advertising,"-2,405.77"
6/8/0202,"Order
",404-6761310-0538276,Product A,"1,070.42"
6/8/0202,"Adjustment
",704-6636647-5297576,FBA Inventory Reimbursement - Customer Return,14.59
6/8/0202,"Order
",704-1271462-1611653,Product A,207.36
6/8/0202,"Order
",304-9236907-6653498,Product A,239.7
6/8/0202,"Order
",204-4608993-3232729,Product A,"1,007.68"
6/8/0202,"Order
",804-8353978-7636781,Product A,178.23
6/8/0202,"Order
",804-8922797-7378970,Product A,239.71
6/8/0202,"Order
",404-2568744-0570361,Product A,239.7
6/8/0202,"Order
",204-9222846-3570733,Product A,"1,094.90"
6/8/0202,"Order
",604-3401223-4315486,Product A,"1,546.12"
6/8/0202,"Order
",604-3401223-4315486,Product A,"1,805.22"
6/8/2024,"Order
",604-5504433-4519628,Product A,178.92
6/8/2024,"Order
",504-7772021-9457064,Product A,365.92
6/8/2024,"Order
",804-5357688-2115051,Product A,204.2
6/8/2024,"Order
",804-0389797-6570176,Product A,513.75
6/8/2024,"Adjustment
",171-7687561-7011674,FBA Inventory Reimbursement - Customer Return,163.46
6/8/2024,"Order
",404-1978681-4076003,Product A,131.89
6/8/2024,"Order
",204-8976736-0413197,Product A,131.89
6/8/2024,"Order
",604-8197362-3076877,Product A,"1,070.42"
6/8/2024,"Order
",504-8647403-5611838,Product A,224.09
6/8/2024,"Order
",504-8647403-5611838,Product A,334.17
6/8/2024,"Order
",504-1160759-4653252,Product A,"1,001.41"
6/8/2024,"Order
",704-3069684-4513510,Product A,366.59
6/8/2024,"Order
",804-3746915-0557491,Product A,259.05
6/8/2024,"Order
",171-6549495-5219030,Product A,259.05
6/8/2024,"Order
",504-1615087-5536506,Product A,568.75
6/8/2024,"Order
",404-6956774-2619463,Product A,525.47
6/8/2024,"Order
",171-9138030-9411299,Product A,390.19
6/8/2024,"Order
",504-1618076-5378988,Product A,197.77
6/8/2024,Fulfilment Fee Refund,604-7521770-3319460,Fulfillment Fee Refund,69.62
6/8/2024,"Refund
",604-7521770-3319460,Product A,-312.27
6/8/2024,"Order
",604-0651116-7611436,Product A,436.26
6/8/2024,"Service Fee
",,Cost of Advertising,"-2,487.86"
6/9/2024,Fulfilment Fee Refund,604-0949382-3411807,Fulfillment Fee Refund,213.58
6/9/2024,Fulfilment Fee Refund,404-8954114-9453682,Fulfillment Fee Refund,89.68
6/9/2024,"Refund
",604-0949382-3411807,Product A,"-1,806.54"
6/9/2024,"Refund
",404-8954114-9453682,Product A,-254.53
6/9/2024,Fulfilment Fee Refund,704-6704167-6330238,Fulfillment Fee Refund,197.06
6/9/2024,"Adjustment
",171-7338676-9236192,FBA Inventory Reimbursement - Customer Return,316.4
6/9/2024,"Refund
",704-6704167-6330238,Product A,-543.05
6/9/0202,"Adjustment
",304-2944256-3115845,FBA Inventory Reimbursement - Customer Return,29.5
6/9/0202,Fulfilment Fee Refund,804-2555779-0372009,Fulfillment Fee Refund,158.12
6/9/0202,Fulfilment Fee Refund,404-0830145-8370511,Fulfillment Fee Refund,116.24
6/9/0202,"Refund
",804-2555779-0372009,Product A,-639.9
6/9/0202,"Refund
",404-0830145-8370511,Product A,-926.26
6/9/0202,Fulfilment Fee Refund,204-6444973-3413945,Fulfillment Fee Refund,225.38
6/9/0202,"Refund
",204-6444973-3413945,Product A,"-1,403.87"
6/9/0202,"Adjustment
",804-6679250-2457249,FBA Inventory Reimbursement - Customer Service Issue,501.78
6/9/0202,"Transfer
",,To account ending with:,"-87,798.62"
6/9/0202,"Adjustment
",204-1057330-4634275,FBA Inventory Reimbursement - Customer Service Issue,242.38
6/9/0202,"Adjustment
",304-3355612-1353412,FBA Inventory Reimbursement - Customer Return,319.04
6/9/0202,"Adjustment
",704-2462555-4213301,FBA Inventory Reimbursement - Customer Return,70.83
6/9/0202,Fulfilment Fee Refund,404-2057769-9570552,Fulfillment Fee Refund,116.24
6/9/0202,"Adjustment
",704-8040648-9157400,FBA Inventory Reimbursement - Customer Service Issue,313.01
6/9/0202,"Adjustment
",,FBA Inventory Reimbursement - Damaged:Warehouse,392.51
6/9/0202,Fulfilment Fee Refund,504-8203580-3276273,Fulfillment Fee Refund,158.12
6/9/0202,"Refund
",404-2057769-9570552,Product A,-972.4
6/9/0202,"Refund
",504-8203580-3276273,Product A,-937.69
6/9/0202,Fulfilment Fee Refund,704-7903930-0278505,Fulfillment Fee Refund,126.26
6/9/0202,"Refund
",704-7903930-0278505,Product A,"-1,048.76"
6/9/0202,"Order
",804-5518414-0034455,Product A,390.19
6/9/0202,"Order
",404-5109471-1097951,Product A,165.22
6/9/0202,"Order
",604-8632453-8197188,Product A,"1,007.68"
6/9/0202,"Order
",704-4006499-1653280,Product A,204.2
6/9/0202,"Adjustment
",504-0856028-2032982,FBA Inventory Reimbursement - Customer Return,26.74
6/9/0202,"Order
",504-5447995-5476637,Product A,912.27
6/9/0202,"Order
",804-1801098-1357499,Product A,-93.22
6/9/0202,"Order
",171-7830321-1470511,Product A,366.59
6/9/0202,"Order
",504-0839731-2038090,Product A,355.51
6/9/0202,"Adjustment
",304-5688619-0213726,FBA Inventory Reimbursement - Customer Return,197.89
6/9/0202,"Order
",804-9038311-9436572,Product A,"1,007.68"
6/9/0202,"Order
",404-7070596-7091818,Product A,259.05
6/9/0202,"Order
",171-5682932-5155101,Product A,317.89
6/9/0202,"Order
",304-8265186-1130869,Product A,953.81
6/9/0202,"Order
",204-5244668-7099030,Product A,194.56
6/9/0202,"Order
",804-6161282-0293383,Product A,317.9
6/9/0202,"Order
",204-0538489-8613790,Product A,609.21
6/9/0202,"Order
",404-9188911-6578908,Product A,198.45
6/9/0202,"Order
",171-9438820-7197737,Product A,221.86
6/9/0202,Fulfilment Fee Refund,304-7929226-9157807,Fulfillment Fee Refund,159.3
6/9/0202,"Order
",804-8712475-4697940,Product A,361.93
6/9/0202,"Order
",604-0991812-8691832,Product A,"1,007.68"
6/9/0202,"Order
",304-5430451-8397548,Product A,"1,250.54"
6/9/0202,"Order
",404-1354347-6338621,Product A,698.9
6/9/0202,"Order
",604-3110728-9417950,Product A,339.92
6/9/0202,"Refund
",304-7929226-9157807,Product A,"-1,154.33"
6/9/0202,"Order
",704-8247544-9057403,Product A,577.58
6/9/0202,"Refund
",704-5565516-1536126,Product A,-405.4
6/9/0202,"Refund
",704-5565516-1536126,Product A,-335.08
6/9/0202,"Order
",604-2250104-5232902,Product A,414.15
6/9/0202,"Order
",504-2325324-5638234,Product A,204.21
6/9/0202,"Order
",171-1803191-7295295,Product A,406.47
6/9/0202,"Order
",404-2826128-2511050,Product A,259.31
6/9/0202,"Order
",404-2826128-2511050,Product A,304.91
6/9/0202,"Order
",604-6023035-7376842,Product A,239.7
6/9/0202,"Order
",704-4628380-0651343,Product A,388.65
6/9/0202,"Order
",704-4628380-0651343,Product A,473.01
6/9/0202,"Order
",404-1757277-5678115,Product A,974.57
6/9/0202,"Order
",804-2537326-4136387,Product A,366.59
6/9/0202,"Order
",304-1607888-1251117,Product A,311.1
6/9/0202,"Refund
",171-3402843-4230408,Product A,-668.6
6/9/0202,"Order
",171-2276071-6293133,Product A,417.43
6/9/0202,"Order
",404-6868206-4476845,Product A,912.27
6/9/0202,"Order
",804-4014375-5076040,Product A,-126.26
6/9/0202,"Order
",171-1404355-8597315,Product A,414.15
6/9/0202,"Adjustment
",504-7932759-4170357,FBA Inventory Reimbursement - Customer Service Issue,50.56
6/9/0202,"Refund
",504-2198379-2299062,Product A,"-1,483.40"
6/9/0202,Fulfilment Fee Refund,804-7591966-7453267,Fulfillment Fee Refund,126.26
6/9/0202,"Refund
",404-9031869-6011204,Product A,-848.41
6/9/0202,"Order
",804-1670179-2170590,Product A,204.2
6/9/0202,"Order
",304-6046868-9411060,Product A,912.27
6/9/0202,"Order
",504-8770859-8097942,Product A,461.97
6/9/0202,"Order
",604-1350748-4159317,Product A,567.79
6/9/0202,"Order
",704-8598243-3399401,Product A,131.89
6/9/0202,"Order
",404-7251316-1693300,Product A,465.2
6/9/0202,"Order
",704-1529163-5359716,Product A,"1,313.10"
6/9/0202,"Refund
",804-7591966-7453267,Product A,-545.45
6/9/0202,"Order
",704-4182449-9155181,Product A,796.49
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,552.07"
6/9/0202,"Order
",704-5253456-2672699,Product A,274.24
6/9/0202,"Order
",171-4125737-0438465,Product A,165.22
6/9/0202,"Refund
",604-3912825-1070525,Product A,-690.37
6/9/0202,Fulfilment Fee Refund,704-8271089-0015444,Fulfillment Fee Refund,93.22
6/9/0202,"Order
",171-2993686-1199807,Product A,406.47
6/9/0202,Fulfilment Fee Refund,504-2795948-9672067,Fulfillment Fee Refund,126.26
6/9/0202,"Refund
",504-2874945-0013548,Product A,-379.12
6/9/0202,"Order
",304-3177396-9491889,Product A,239.7
6/9/0202,"Order
",704-6805018-3597932,Product A,681.16
6/9/0202,"Refund
",704-8271089-0015444,Product A,-583.38
6/9/0202,"Refund
",404-4889036-1293729,Product A,-682.24
6/9/0202,"Refund
",504-6625593-5332762,Product A,-564.44
6/9/0202,"Order
",804-0135914-7774349,Product A,-69.62
6/9/0202,"Refund
",504-2795948-9672067,Product A,-589.69
6/9/0202,"Adjustment
",604-9131765-1191448,FBA Inventory Reimbursement - Customer Return,208.69
6/9/0202,"Order
",304-6111825-8074387,Product A,239.03
6/9/0202,"Order
",504-3446240-4413317,Product A,366.59
6/9/0202,"Order
",804-7800198-4697186,Product A,472.08
6/9/0202,"Order
",404-4581552-3259999,Product A,912.27
6/9/0202,"Order
",604-4970273-5034421,Product A,402.5
6/9/0202,"Order
",604-4970273-5034421,Product A,404.71
6/9/0202,"Order
",604-4970273-5034421,Product A,288.34
6/9/0202,"Refund
",504-7221617-2474736,Product A,"-1,404.05"
6/9/0202,"Refund
",304-4931177-4238284,Product A,"-2,851.21"
6/9/0202,"Refund
",604-7640988-4453684,Product A,-564.44
6/9/0202,Fulfilment Fee Refund,604-7959413-7417997,Fulfillment Fee Refund,93.22
6/9/0202,"Order
",804-6836608-0536764,Product A,568.74
6/9/0202,"Refund
",804-7630202-5313976,Product A,"-1,162.17"
6/9/0202,"Order
",504-3320142-1536760,Product A,414.15
6/9/0202,"Refund
",704-9619480-0411850,Product A,-729.57
6/9/0202,"Order
",171-8327396-3257485,Product A,723.52
6/9/0202,"Order
",804-5847309-7217985,Product A,289.98
6/9/0202,"Order
",404-8354009-7370768,Product A,365.86
6/9/0202,"Order
",404-8354009-7370768,Product A,405.35
6/9/0202,"Order
",404-8354009-7370768,Product A,448.93
6/9/0202,"Refund
",304-9856987-2270934,Product A,-536.06
6/9/0202,"Order
",204-6460328-2511285,Product A,196.7
6/9/0202,"Refund
",604-7959413-7417997,Product A,-404.02
6/9/0202,"Adjustment
",704-3296365-0055533,FBA Inventory Reimbursement - Customer Service Issue,157.83
6/9/0202,"Order
",404-8023932-5417992,Product A,567.79
6/9/0202,"Order
",204-5770178-2534476,Product A,594.76
6/9/0202,"Order
",404-6536661-9332163,Product A,905.01
6/9/0202,"Service Fee
",,Cost of Advertising,"-3,952.61"
6/9/0202,"Order
",804-8600272-7578921,Product A,-93.22
6/9/0202,"FBA Inventory Fee
",Xo643mg201,FBA Removal Order: Return Fee,-188.8
6/9/0202,"FBA Inventory Fee
",Xo643mg201,FBA Removal Order: Return Fee,-70.8
6/9/0202,"FBA Inventory Fee
",Xo643mg201,FBA Removal Order: Return Fee,-129.8
6/9/0202,"Order
",704-7904802-7138859,Product A,594.77
6/9/0202,"Refund
",804-1181700-4415812,Product A,-415.07
6/9/0202,"Order
",804-6064010-4115849,Product A,204.2
6/9/0202,"Order
",304-2978416-5174137,Product A,196.7
6/9/0202,"Order
",171-2305845-6651716,Product A,204.2
6/9/0202,"Refund
",204-0968071-7559160,Product A,"-1,213.93"
6/9/0202,"Refund
",171-9800331-6359330,Product A,-745.08
6/9/0202,"Order
",304-8704860-1557023,Product A,417.43
6/9/0202,"Order
",204-5444667-3674971,Product A,525.47
6/9/0202,"Order
",804-5268578-4699699,Product A,231.07
6/9/0202,"Order
",504-3139045-9336962,Product A,"1,082.69"
6/9/0202,"Refund
",704-4861274-3111286,Product A,-880.47
6/9/0202,"Order
",804-8628716-6651945,Product A,-69.62
6/9/0202,Fulfilment Fee Refund,704-5150398-8338091,Fulfillment Fee Refund,236
6/9/0202,"Order
",404-4576031-8272086,Product A,259.05
6/9/0202,"Refund
",804-3719290-7072079,Product A,-682.56
6/9/0202,"Order
",171-7650814-6251125,Product A,194.56
6/9/0202,"Order
",404-3262961-2270982,Product A,609.21
6/9/0202,"Refund
",404-3574364-8517747,Product A,-564.44
6/9/0202,"Refund
",704-5150398-8338091,Product A,"-1,241.74"
6/9/0202,"Refund
",604-0074227-6036106,Product A,-480.73
6/9/0202,"Order
",504-8250652-7430643,Product A,239.7
6/9/0202,"Order
",704-9862908-9353288,Product A,339.93
6/9/0202,"Order
",204-4840092-8530026,Product A,239.7
6/9/0202,"Order
",171-7447048-3417504,Product A,317.9
6/9/0202,"Order
",204-2772806-4459165,Product A,875.58
6/9/0202,"Refund
",504-8448189-1617149,Product A,-924.98
6/9/0202,"Refund
",304-7695211-5313753,Product A,-416.06
6/9/0202,"Service Fee
",,Cost of Advertising,"-2,451.25"
6/9/0202,"Order
",504-7736227-3253411,Product A,407.96
6/9/0202,"Order
",204-1054630-5638803,Product A,196.71
6/9/0202,"Refund
",304-3900820-9032961,Product A,-331.23
6/9/0202,"Order
",504-2603394-6697368,Product A,"1,007.64"
6/9/0202,"Refund
",604-8001548-2030688,Product A,-388.97
6/9/0202,"Order
",804-0530907-8453025,Product A,-54.88
6/9/0202,"Order
",804-0530907-8453025,Product A,-54.88
6/9/0202,"Order
",404-6400538-2438409,Product A,265.62
6/9/0202,"Refund
",504-5290148-7353606,Product A,"-2,697.18"
6/9/0202,"Order
",304-4389600-9117771,Product A,567.79
6/9/0202,"Order
",704-5178485-8434826,Product A,229.15
6/9/0202,"Order
",204-6225398-1436328,Product A,"2,124.29"
6/9/0202,"Order
",304-3343823-5476434,Product A,204.2
6/9/0202,"Order
",804-4152640-8153646,Product A,-93.22
6/9/0202,"Order
",704-5603798-5413546,Product A,306.84
6/9/0202,"Order
",704-1642208-3453641,Product A,545.88
6/9/0202,"Refund
",604-5154443-7413976,Product A,-715.04
6/9/0202,"Refund
",304-1956747-8670707,Product A,-828.04
6/9/0202,"Order
",204-2047643-8315667,Product A,594.77
6/9/0202,"Adjustment
",604-0926984-6155372,FBA Inventory Reimbursement - Customer Return,270.39
6/9/0202,"Order
",704-0486199-5359355,Product A,204.2
6/9/0202,"Order
",704-7986741-5430495,Product A,111.31
6/9/0202,"Order
",504-0687538-5551777,Product A,279.19
6/9/0202,"Order
",704-5931683-2415044,Product A,85.94
6/9/0202,"Order
",171-0589142-9555948,Product A,274.08
6/9/0202,"Order
",304-7541643-5619633,Product A,437.69
6/9/0202,"Order
",204-4898860-4572492,Product A,392.56
6/9/0202,"Order
",704-0904333-4230609,Product A,237.31
6/9/0202,"Order
",504-5924377-6191488,Product A,192.02
6/9/0202,"Order
",404-3804596-0430004,Product A,250.09
6/9/0202,"Order
",171-9357311-7191622,Product A,867.43
6/9/0202,"Order
",171-3473164-2691895,Product A,226.33
6/9/0202,"Order
",504-8855816-1534647,Product A,994.58
6/9/0202,"Order
",404-5470515-4570906,Product A,972.57
6/9/0202,"Order
",804-9587984-3611695,Product A,251.06
6/9/0202,"Order
",404-0043090-9478995,Product A,193.81
6/9/0202,"Order
",804-4063736-5151396,Product A,161.55
6/9/0202,"Order
",171-4217843-3393967,Product A,261.13
6/9/0202,"Order
",504-8414388-6251700,Product A,161.55
6/9/0202,"Order
",804-8895309-5393940,Product A,365.68
6/9/0202,"Order
",704-3848074-3399852,Product A,161.55
6/9/0202,"Order
",171-5775482-9659735,Product A,"1,003.02"
6/9/0202,"Order
",704-1383813-5197922,Product A,92.24
6/9/0202,"Order
",704-1266628-7695286,Product A,499.12
6/9/0202,"Order
",704-5972724-5411077,Product A,"1,741.95"
6/9/0202,"Order
",171-1092138-9451135,Product A,958.53
6/9/0202,"Order
",604-4312644-6157234,Product A,765.63
6/9/0202,"Order
",504-3442132-6272257,Product A,207.46
6/9/0202,"Order
",504-7257821-3695615,Product A,"1,392.47"
6/9/0202,"Order
",604-2878504-2297766,Product A,258.5
6/9/0202,"Order
",204-4989248-1474741,Product A,867.43
6/9/0202,"Order
",404-1526901-1178369,Product A,932.4
6/9/0202,"Order
",204-2474316-6511647,Product A,867.43
6/9/0202,"Order
",304-8048620-9232337,Product A,392.56
6/9/0202,"Order
",604-1499424-4378188,Product A,"1,915.51"
6/9/0202,"Order
",704-0752175-4493590,Product A,278.74
6/9/0202,"Order
",404-2522104-1115613,Product A,"1,215.57"
6/9/0202,"Order
",404-6113165-3570333,Product A,195.63
6/9/0202,"Order
",604-6170380-8538062,Product A,185.12
6/9/0202,"Order
",704-1291823-8132123,Product A,320.25
6/9/0202,"Order
",404-5449864-6297922,Product A,846.43
6/9/0202,"Order
",804-6113329-1176200,Product A,340.86
6/9/0202,"Order
",804-9032664-6178354,Product A,209.49
6/9/0202,"Order
",704-4320893-5074753,Product A,575.97
6/9/0202,"Order
",404-9424658-3172204,Product A,995.52
6/9/0202,"Order
",171-5677875-0315252,Product A,185.12
6/9/0202,"Order
",204-6951594-2232188,Product A,384.04
6/9/0202,"Order
",504-8521748-4534865,Product A,265.63
6/9/0202,"Order
",504-9903963-4493570,Product A,827.29
6/9/0202,"Order
",404-4027648-0530092,Product A,373.36
6/9/0202,"Order
",804-8767319-1199241,Product A,395.35
6/9/0202,"Order
",504-8663954-3413386,Product A,485.18
6/9/0202,"Order
",404-2809713-8619444,Product A,173.9
6/9/0202,"Order
",804-7106353-4353642,Product A,-89.68
6/9/0202,"Order
",204-3251922-5370586,Product A,226.82
6/9/0202,"Order
",171-6093400-2278529,Product A,867.43
6/9/0202,"Order
",404-0196062-0417596,Product A,670.45
6/9/0202,"Order
",171-8473227-9151134,Product A,194.76
6/9/0202,"Order
",504-3863006-5076817,Product A,434.32
6/9/0202,"Order
",204-1099476-3536395,Product A,161.55
6/9/0202,"Order
",504-5749026-7293751,Product A,557.01
6/9/0202,"Order
",404-6118454-1657476,Product A,251.79
6/9/0202,"Order
",804-3545514-8213579,Product A,"1,068.92"
6/9/0202,"Order
",704-7704833-1538638,Product A,279.19
6/9/0202,"Order
",704-3023436-2034417,Product A,161.55
6/9/0202,"Order
",504-5259990-3432127,Product A,139.5
6/9/0202,"Order
",204-6700763-5159192,Product A,389.82
6/9/0202,"Order
",804-1588241-5291072,Product A,"2,175.94"
6/9/0202,"Order
",404-8191807-0099476,Product A,913.56
6/9/0202,"Order
",171-8763080-4097770,Product A,"1,896.57"
6/9/0202,"Order
",304-4148627-0030032,Product A,227.29
6/9/0202,"Order
",804-1310124-5313994,Product A,314.42
6/9/0202,"Order
",304-2271934-4319631,Product A,"1,104.19"
6/9/0202,"Refund
",204-3359756-0115831,Product A,-777.38
6/9/0202,"Order
",804-4221622-7332705,Product A,331.48
6/9/0202,"Order
",804-4347692-6299680,Product A,204.2
6/9/0202,"Order
",304-4420647-9238450,Product A,"1,103.24"
6/9/0202,"Order
",704-1944939-3436380,Product A,161.55
6/9/0202,"Order
",204-7716397-9059394,Product A,456.65
6/9/0202,"Order
",304-1565390-3455731,Product A,344.05
6/9/0202,"Order
",604-2915451-9134622,Product A,179.36
6/9/0202,"Order
",204-8388704-6174111,Product A,727.88
6/9/0202,"Order
",171-2484579-7355393,Product A,781.98
6/9/0202,"Order
",204-6621545-5576892,Product A,914.52
6/9/0202,"Order
",204-0291743-6130683,Product A,"1,139.07"
6/9/0202,"Order
",404-0578013-9519442,Product A,677.99
6/9/0202,"Order
",171-4563467-5315218,Product A,159.36
6/9/0202,"Order
",504-4535929-5011844,Product A,957.92
6/9/0202,"Order
",204-9694665-8359728,Product A,434.32
6/9/0202,"Order
",404-9589201-0372492,Product A,822.64
6/9/0202,"Order
",204-4609740-6215472,Product A,971.61
6/9/0202,"Order
",704-9000331-4011028,Product A,443.3
6/9/0202,"Order
",404-9234098-7259955,Product A,890.43
6/9/0202,"Order
",604-3784188-8115825,Product A,531.14
6/9/0202,"Order
",171-6342365-7572096,Product A,456.65
6/9/0202,"Order
",604-7315824-2397128,Product A,966.01
